,text
165,"If you know me, you know I love to read. That’s why, for me, one of the best parts of writing The #MomentofLift was connecting with fellow book lovers across the country. I’ll always be grateful for the conversations we shared. 

Happy #NationalBookLoversDay. 📚 https://t.co/oiRIK2L8eE"
166,"We’ve all heard that breastfeeding is the gold standard in infant nutrition, but we don’t hear often enough how hard it can be on moms. 

During #WBW2021, let’s commit to finding new ways to make it easier for parents everywhere to nourish their babies. https://t.co/df8XEauzdn"
167,"Dr. Tachi Yamada was one of my first global health teachers. Even when running large organizations, he never stopped thinking like a doctor responsible to each patient. He saw the infinite worth in every person and worked tirelessly to keep them all healthy. https://t.co/nF4RQz7B0g"
168,"We can end gender inequality. The ideas are out there, and the awardees of the #EqualityCantWait Challenge are proof. 

Learn more about them in this piece from the @nytimes. https://t.co/1BBgUpB98L"
169,"I always love watching the Olympics. The #TokyoOlympics are particularly special because I get to cheer on my future son-in-law! We are so proud of you, Nayel (and Igor)! https://t.co/tiGz5OMtnH"
170,"The data points in this article are alarming. 

If we don’t deal with the caregiving crisis, we could see a whole generation of women leave the workforce or permanently downshift their careers. https://t.co/S8ju5EPdRt"
171,"There's power in women coming together to share their stories. This is proof.

Cheering on @allysonfelix, @mamaZoeCherotch, and all of the moms in the #TokyoOlympics and beyond. Your example is changing sports—and society—for the better. https://t.co/4eOpd6ommX"
172,"Our country will be a better place when women have equal power and influence. The four awardees of the #EqualityCantWait Challenge can help make that a reality.

Now, we get to cheer them on as they put their vision into action. https://t.co/JdruUYt5eM https://t.co/jPGr1gU0Rn"
173,"What incredible teams, and what an honor to tell them they'd been selected. https://t.co/JdruUYt5eM #EqualityCantWait"
174,"It’s time to give gender equality the attention and investment it deserves. That’s why I’m proud to announce the @EqltyCantWait Challenge $10 million awardees: 

- @DomesticWorkers and @CaringAcrossGen-led coalition
- @AdaAcademy
- @girls_inc 
- @NMCCAP and @NativeWomenLead https://t.co/qXQV6MCG2v"
175,RT @gatesfoundation: We’re committing an additional $20M in immediate funding to @AfricaCDC to support the continent's pandemic response. A…
176,"Everyone, everywhere, should have equitable access to lifesaving treatments and vaccines. As @AnitaZaidi writes, “Now is the time to build the infrastructure, skills, and regulatory ecosystem that will allow more countries to develop safe, effective, and affordable vaccines."" https://t.co/H4tTgobvsS"
177,RT @MSuzman: We take one step closer to a malaria-free world with this exciting new project that seeks to develop an mRNA-based malaria vac…
178,.@AnitaZaidi is exactly right. The #GenerationEqualityForum can't be the end of the story. We must focus on action and accountability so all the commitments for gender equality become progress for women and girls. https://t.co/dOUP9YdwV1
179,"Our #EqualityCantWait Challenge finalists are incredible. Their smart, bold proposals can advance gender equality in the United States and crack the patterns of history for women and girls. https://t.co/k7LagXw0FY"
180,"No one should have to choose between caring for someone they love and earning a paycheck.

The United States needs a comprehensive paid leave policy. Business leaders agree. https://t.co/xyVd06vT1X"
181,".@NelsonMandela was an inspiration. He met unimaginable adversity with courage and helped move his country, and the world, forward with truth and compassion. He was a personal hero of mine, and today, on #MandelaDay, I celebrate his life and his legacy."
182,RT @patricemrtn: Dive into the @the_holding_co's new interactive report in partnership with @melindagates Pivotal Ventures on the #careecon…
183,"Business leaders can make a return and a difference in the #CareEconomy, a sector even larger than the U.S. pharmaceutical industry. 

Read all about this in a new report by @the_holding_co and Pivotal Ventures, and learn how and why to #InvestInCare https://t.co/cqUMS0bBlW"
184,"When you lift up women, you lift up humanity. https://t.co/wgL0wKsxiD"
185,"Happy 24th birthday to an inspiring leader.

@Malala, we celebrate you, your commitment to lifting up women and girls, and your vision for what our world can be. https://t.co/dl0hu1cLYZ"
186,"""Building a robust care infrastructure is not only a moral imperative, it’s a business imperative.""

@aijenpoo and @palaknshah are exactly right. We must seize this moment to invest in caregiving—an investment that benefits everyone. https://t.co/0x4jrnhSnz"
187,"The @gatesfoundation is expanding our commitment to family planning over the next 5 years because women around the world are telling us they want and need contraceptives to lead healthier, more empowered lives. https://t.co/jr51rboORk"
188,https://t.co/WTOIeGMdjc https://t.co/lOjx047gBi
189,"The message I shared at the #GenerationEquality Forum was this: The beauty of our fight for gender equality is that every human being will gain from it. In our world, equal is greater. https://t.co/u0QCuaVrxL"
190,This is how we accelerate momentum for women and girls: with commitments like @CoImpactCollab's #GenderFund. Their goal of directing $1 billion towards gender equality and women’s leadership comes at a critical moment. A better future is within reach. https://t.co/Moq7EmscWz
191,"Thank you, President @EmmanuelMacron, for your leadership on the #GenerationEquality Forum. We're at a critical turning point for gender equality, and I'm proud to work alongside you to accelerate progress toward a fairer and more equal world. https://t.co/C8U54qmzmd"
192,"In my work, what motivates me is hearing from women around the world who are fighting for a better future. 

I hope you'll listen to Adelle Onyango, Hauwa Liman, and Naadiya Moosajee tell their stories of overcoming obstacles as entrepreneurs. https://t.co/og9OACF1xJ"
193,"We have a window of opportunity to make real progress toward gender equality. I'm proud to say the @gatesfoundation is committing $2.1 billion to help deliver change. Let's seize this moment to build a better, more equal future. https://t.co/dDif5k0RWL"
194,"RT @UN_Women: At the end of June, world leaders will meet at the #GenerationEquality Forum in Paris to catalyze change for gender equality.…"
195,"This is what's at stake at the Generation Equality Forum. 

If we fail to make real commitments and investments toward gender equality, the world could lose out on trillions of dollars in economic growth. 

Let's #ActForEqual. https://t.co/OpNYmXPl0A"
196,RT @gatesfoundation: The upcoming Generation Equality Forum in Paris is the moment for the world to deliver for women and girls. #ActForEqu…
197,"Hear, hear! 👏 https://t.co/3SSaRFXAPK"
198,"RT @PaidLeaveUS: Investments in #PaidLeave and care are investments in our shared economic growth. They will save jobs, make us healthier a…"
199,"I am grateful for Warren’s generosity, his leadership, and his friendship. His wisdom has been a guiding light through our foundation’s second decade, and the things we’ve learned from him will continue to help us chart a way forward."
200,"What made Warren’s extraordinary investment in the foundation so meaningful was not only its amount but what it represented: an unwavering belief that everyone deserves to live a healthy, fulfilling life and an optimism that a world like that is possible. https://t.co/rBQEnqBFgc"
201,"What is paid family and medical leave, and why does it matter? Here's a smart piece with answers, facts, and some startling stats. https://t.co/kSmWe8cIfI"
202,"Today we celebrate liberty. We also reflect on the ways that rights and freedoms are still unevenly distributed for Black Americans. Let's keep working so that justice delayed is not denied any longer but delivered for all. 

Happy Juneteenth. https://t.co/cdtvFY40zC"
203,"We are only a few weeks away from the Generation Equality Forum, and it could not come at a more important time. COVID-19 has been devastating for women and girls. The forum is our opportunity to speed up the world's recovery by investing in them. Let's make 2021 a turning point."
204,No one should have to choose between making a living and taking care of themselves or their loved ones. https://t.co/Lea8wmxYOz
205,"#DearGrad: As the mom of a graduating senior, I've seen how challenging and strange the last year of high school has been for the Class of 2021. But you made it—and you should be very proud of what you accomplished. You can be sure that family and friends are! 🎓"
