,text
1929,"What do you do with 154 nursing students who are suddenly unable to participate in the hands-on clinical care that makes up 60% of their education each week?

That's the challenge @VanderbiltNurse faced.

Their solution? Get creative. Read more at https://t.co/sfrpc08GG6 https://t.co/hcgjuwyNoI"
1930,"Vanderbilt students may not be on campus right now, but the residential colleges continue to build their community through virtual connection. Read more at https://t.co/lXk8lq2UKf https://t.co/fgEymjO8Lm"
1931,"RT @VU_Chancellor: “At a time like this, it is incredibly important to rally around our medical professionals. This support is especially m…"
1932,"8 tips for supporting your mental health during #COVID19 

https://t.co/MPjYXYiomr"
1933,"From protecting data to training on Zoom to ensuring systems function properly and answering phones, hundreds of VUIT staff members are working diligently to keep the university running. 

https://t.co/z9mVaFKEOK"
1934,@AbbieGremillion Please follow us so we can DM you.
1935,"Running out of things to do while you social distance? We can help! You can find Vanderbilt-related coloring activities, word searches and more at https://t.co/97HWYZJh0u https://t.co/qufChIiKrM"
1936,"While masks may have a modest benefit in preventing the spread of #COVID19, they don’t make you bulletproof. Vanderbilt’s Dr. William Schaffner explains what other precautions you should take. https://t.co/X8A1z4jMoc"
1937,Learn more about this collaboration between @VUEngineering and @VUMChealth to create an open-source ventilator design: https://t.co/TbThPqshsm https://t.co/XfLlK88Ncz
1938,"There is evidence that #COVID19 can exist for 1-3 days on plastic, stainless steel, cardboard and more. Vanderbilt's Dr. David Aronoff gives tips for maintaining hygiene while handling deliveries and groceries. https://t.co/XDr1NGXWET"
1939,"Read more about a team of Vanderbilt engineers and doctors collaborating on a fabricated, open-source ventilator design: https://t.co/TbThPqshsm https://t.co/kLIwrCueUO"
1940,"RT @oucrl: Dr. Deborah Lipstadt offers the 42nd HLS keynote address, “Antisemitism: Here and Now,” at https://t.co/iExUM3AJFx @ 7pm, Tues,…"
1941,RT @VU_Chancellor: “I have said it before and I’ll say it again: Our people make Vanderbilt great. I offer my sincere thanks and acknowledg…
1942,"On #NationalDoctorDay and every day, we thank all of the healthcare workers at @VUMChealth and around the world. https://t.co/LOs3tZHbuk"
1943,"The @Melodores are staying in sync, even over video chat! After Vanderbilt moved to remote learning, the group decided its season wasn't over and shared one of the songs it was going to perform in the spring concert. https://t.co/efgeZAv8gM"
1944,"Trying to keep your kids occupied as you #StayHome? We've compiled a list of resources for you and your family as you manage new routines. 

https://t.co/R1dnmCY7Zp"
1945,"One of the most pressing threats for hospital staff across the country is a dwindling supply of ventilators.

A team of VU and VUMC faculty is taking on the challenge by way of a fabricated, open-source ventilator design. 

Read more at https://t.co/TbThPqshsm #COVID19 https://t.co/hGz6KTCi9a"
1946,"-Hang up on robocalls
-Know who you’re buying from
-Don’t click on links from sources you don’t know 
-Do your homework when it comes to donations
-Secure your network and devices

Read more tips for avoiding scams while working and studying remotely 👇

https://t.co/9WSVdmi1aG"
1947,"For graduate students nearing the end of their programs, #COVID19 has created a challenge: remotely presenting a dissertation defense. That was the new reality for @kylegodbey, who embraced the ‘dissertation-at-home’ format for a creative presentation. 

https://t.co/WaHUTIWeAa"
1948,"Missing the gorgeous Vanderbilt campus while living, learning, or working off-campus? Bring Vandy home by downloading photos of campus to use as a virtual background for your next Zoom meeting! https://t.co/G0EEZXnJTj https://t.co/YBas6khwOo"
1949,@DrBobKa97 @Ry_Sal2 Congratulations and #AnchorDown! #VU2024
1950,"RT @VU_Chancellor: In a message from @VU_Chancellor Wente, she announces Vanderbilt’s difficult decision to postpone Commencement for the C…"
1951,"RT @Vanderbilt_GR: .@VUMChealth is teaming up with @NIH, @DARPA and other partners in an unprecedented, fast-tracked global effort to devel…"
1952,"The move to online and alternative learning has its challenges and benefits, and @BlairSchool professor Tucker Biddlecombe is focused on finding the silver lining with his choral class. https://t.co/tH18Ssmr7H"
1953,"Students around the world are transitioning to online and alternative education and adjusting to new ways of learning. To help students succeed, we're offering tips on creating the best learning environment.

Learn more at https://t.co/ZTmy848luB https://t.co/YhqNznOy4o"
1954,RT @blairschool: We are most pleased to announce that Lorenzo Candelaria has been named the next Dean of the Blair School of Music. https:/…
1955,"""We are responsible not only for keeping each other healthy and safe, but for taking care of each other—intellectually, socially and emotionally. 

Thank you again for your continued patience, your willingness to adapt as needed and your enduring commitment to Vanderbilt."" https://t.co/PdWMZFMaO7"
1956,".@VU_Chancellor Susan R. Wente has established a new Public Health Advisory Task Force to serve as a resource for the university during the COVID-19 pandemic. 
https://t.co/mQFcbTinB0"
1957,RT @VU_Provost: The university is further reinforcing its remote work policy in light of the new Safer at Home Order issued by the Nashvill…
1958,"Vanderbilt University is further reinforcing remote work protocols following the Safer at Home Order issued by @NashvilleHealth on March 22.

https://t.co/3FusL3BWyr"
1959,"Social distancing, practicing good hand hygiene, cleaning surfaces, going to the store during off hours and more: Tips from Vanderbilt's Dr. William Schaffner on how to reduce your risk of encountering the #coronavirus.

For more information, please visit https://t.co/2QVcvvC3wX https://t.co/6tyV8hGNR9"
1960,"ICYMI: Vanderbilt is providing $1 million to launch a new Student Hardship Fund to alleviate financial burdens associated with the unexpected and abrupt changes caused by #coronavirus. Details about the fund, plus Room and Board adjustments, at the link 👇 https://t.co/LpK2Z0FjWW"
1961,"The well-being and success of our students &amp; community is our top priority. With that in mind, we are sharing two new initiatives: Housing &amp; dining financial adjustments for spring 2020 semester and the launch of a newly established Student Hardship Fund. https://t.co/LpK2Z0FjWW"
1962,"""And to those individuals who must continue to report to campus to maintain vital functions, we offer our deepest thanks and admiration. We could not safeguard the integrity of the institution without the contributions of each and every one of you—thank you."""
1963,"""We are grateful to all who have responded with ingenuity and creativity to the challenges of working, researching and teaching remotely and designing solutions that continue to support the mission and work of the university."""
1964,"Remote work for staff extended through April 11. 

Please see the link for more information, resources and FAQs 👇

https://t.co/gRVrtx4Jrk"
1965,".@vandydining is working around the clock to feed—and in some cases, comfort— the students, residential faculty and support staff who remain on campus amid the challenges presented by #COVID19.

Read more about their work at https://t.co/3ytsaKMr8g https://t.co/kjMNKKGpf3"
1966,RT @VU_Provost: .@VanderbiltU is fully supporting faculty and students with digital options and @VandyLibraries resources for successful tr…
1967,"“Vanderbilt is taking precautions and being proactive and it gives us a great sense of pride to be out front and able to let people know that we are doing everything we can to combat this.”

Read more about the work being done by Facilities staff members: https://t.co/9AnoponfIt https://t.co/b3KkT0HaXb"
1968,"ICYMI: A message from Interim Chancellor and Provost Susan R. Wente on living, learning and working while implementing social distancing.

https://t.co/eJAHpzeuME"
1969,RT @vucommodores: The SEC has announced that all regular season conference and nonconference competitions are cancelled for the remainder o…
1970,"As positive tests for COVID-19 have now been confirmed for several undergraduate students, Vanderbilt University advises the university community to further heed public health and safety recommendations. Details are at the link 👇 

https://t.co/bmHHzNAmB2"
1971,"Social distancing is something we all have a responsibility for in all aspects of our lives, whether on or off campus. We each play a critical personal role in flattening the curve by living, learning or working with social distancing. 

Learn more at https://t.co/eJAHpzeuME https://t.co/NHEqurCdzt"
1972,"RT @VU_Chancellor: .@VU_Chancellor Wente on social distancing:
Day-to-day life at Vanderbilt looks significantly different today than it di…"
1973,New safety protocols to promote social distancing for all dining facilities on campus have been implemented. https://t.co/lOTSz8zQyA
1974,"A non-residential undergraduate student who has been on campus during the past week has tested positive for COVID-19 and is currently self-isolating off campus.

More information: https://t.co/bYwk9VP1W1

The latest guidance and FAQs: https://t.co/UCkqSy8x4y"
1975,"In order to protect the health and safety of our community during this unprecedented public health challenge, Vanderbilt University is instituting an initial remote work period March 16-27. 

If you have any questions, please visit https://t.co/HfKzfhZVTe

https://t.co/fEKE5vbgy2"
1976,"RT @vucommodores: The Southeastern Conference has announced that all athletics activities will be suspended through at least April 15.

htt…"
1977,"RT @vucommodores: Our commitment to the safety and well-being of our entire community, including our outstanding student-athletes, dedicate…"
